published,title,summary,link,source
2025-07-23 13:33:28,Stay Ahead of Supply Chain Disruption: Register to View This Essential Livestream on Integrated Logistics - ACCESS Newswire,"<a href=""https://news.google.com/rss/articles/CBMi5AFBVV95cUxQSzNiNUFCMzJEWW1WSmFxNU1OVnFIUDhFUVlwVDBGckVfa0pvRHVyWlNsQVg2bXpQZlNhWU11QnBsYTQzMUNPRTNBMDJVS1BEUGNVUWdnblBJU1lmVHFITjJqRnR3eDctcU1nLXRiOVR0Y19RbEVuSThDbUZRa0c0RndzZVJjdVA4SWI2U0o2cVZEaHQ5QVN1YlhEcnBaYnRLY3oxcE1PSGR4Z0NLVmVYS05heUpSNXlMYWJkZFQ4UVc0d2ZBRDlKWG9SWW1vNS1nNzBMTXVEejRUaThrTnV1SVZmVXQ?oc=5"" target=""_blank"">Stay Ahead of Supply Chain Disruption: Register to View This Essential Livestream on Integrated Logistics</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ACCESS Newswire</font>",https://news.google.com/rss/articles/CBMi5AFBVV95cUxQSzNiNUFCMzJEWW1WSmFxNU1OVnFIUDhFUVlwVDBGckVfa0pvRHVyWlNsQVg2bXpQZlNhWU11QnBsYTQzMUNPRTNBMDJVS1BEUGNVUWdnblBJU1lmVHFITjJqRnR3eDctcU1nLXRiOVR0Y19RbEVuSThDbUZRa0c0RndzZVJjdVA4SWI2U0o2cVZEaHQ5QVN1YlhEcnBaYnRLY3oxcE1PSGR4Z0NLVmVYS05heUpSNXlMYWJkZFQ4UVc0d2ZBRDlKWG9SWW1vNS1nNzBMTXVEejRUaThrTnV1SVZmVXQ?oc=5,ACCESS Newswire
2025-05-23 07:00:00,How AI & Analytics are Transforming Supply Chain Resilience - Supply Chain Digital Magazine,"<a href=""https://news.google.com/rss/articles/CBMipAFBVV95cUxQM1V0STZzZ0REVHdNTDZ6S3R3R19FREJrUDBSeVQ3dng2VUlBRUFhTEhCRklMSGExdHhlaHZIM2hWYXhOQWg3Sk1OS3ktRHFNRHpCTnNreU16T1JoM1lCV0JqUFVHd096U0l4UGpWdjl6MjdPVV9XcUtIbDhsX0pxLVhRbE51Q3hoNnlMN3V4Q1F5OTZSSEFPZGpnR01ZbE1WLUt5SA?oc=5"" target=""_blank"">How AI & Analytics are Transforming Supply Chain Resilience</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Supply Chain Digital Magazine</font>",https://news.google.com/rss/articles/CBMipAFBVV95cUxQM1V0STZzZ0REVHdNTDZ6S3R3R19FREJrUDBSeVQ3dng2VUlBRUFhTEhCRklMSGExdHhlaHZIM2hWYXhOQWg3Sk1OS3ktRHFNRHpCTnNreU16T1JoM1lCV0JqUFVHd096U0l4UGpWdjl6MjdPVV9XcUtIbDhsX0pxLVhRbE51Q3hoNnlMN3V4Q1F5OTZSSEFPZGpnR01ZbE1WLUt5SA?oc=5,Supply Chain Digital Magazine
2025-07-07 15:56:47,Navigating Automotive Supply Chain Disruption: Insights From DP World’s David D’Annunzio - CSRwire,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxPc0czSGkxYjl6NHU0aml4YU5vNDF1c2RMVmNqTTl0R2NkMC11M0NJcm9HcmNYUXpaeklaN2s2NEZxNnVUcGZJYnI1ZHZwMVFyaU51VTNBalBkbHQyWE9zNGpzd2lhNG9zQ0FRcGVRNXVmTXphclpfWmxUS01lcnJpanFvM3RZT2ZvanBla2dUNHRKLVBSck9Uc1FIbnhiQ0NVOUpib2g1ajcxMlEzOUVVd2xYSTFyaTg?oc=5"" target=""_blank"">Navigating Automotive Supply Chain Disruption: Insights From DP World’s David D’Annunzio</a>&nbsp;&nbsp;<font color=""#6f6f6f"">CSRwire</font>",https://news.google.com/rss/articles/CBMitwFBVV95cUxPc0czSGkxYjl6NHU0aml4YU5vNDF1c2RMVmNqTTl0R2NkMC11M0NJcm9HcmNYUXpaeklaN2s2NEZxNnVUcGZJYnI1ZHZwMVFyaU51VTNBalBkbHQyWE9zNGpzd2lhNG9zQ0FRcGVRNXVmTXphclpfWmxUS01lcnJpanFvM3RZT2ZvanBla2dUNHRKLVBSck9Uc1FIbnhiQ0NVOUpib2g1ajcxMlEzOUVVd2xYSTFyaTg?oc=5,CSRwire
2025-07-25 06:18:30,Bajaj Auto Faces EV Production Halt in August Amid Rare Earth Shortage: Reports - Autocar Professional,"<a href=""https://news.google.com/rss/articles/CBMitwFBVV95cUxOdk9fMUNxM2w1eGhQY05jZmVCWGl0MTMzeUpuZ2I1Y1Fvb01XaU1zbjlOSC1lcnpjOVpKWWNOTmtaZkVhbzd0Tk5SR0pyM2R3TmNMUktPY3hUQi1zV3dBUEpQSFZ6Tm9lUlpEZ0s5UGRrcGhrNjNCcExsRXB5akJBR1I0Z3JCSUY2TFQ2cWVCM25WNWpnVjJNYlk4eWlheXVaWDZmV09Cb2xXNm9JT0ljMDN2WlFpR3PSAb8BQVVfeXFMTjFtekxpcTUwYnJHSDgzVnhfcnZOUDZ6c2oyYi1xck5Ta3QxYy11U2ZRT1RlU251MGVDOVI0Z1FNb0lpZExfYXdkbUZqODZqdmp2UHZGNXRabHNEb2dSek9lRXB6a0dTZE5Jb2dwT2pmdFhRd1dyQ1VGX2JKQmFBd1FyRXUyRlhPQmN4Z0Fqb3dNSm9BVENEc3AwTk94eDFmcVBWSlRVV1ZmTjIzQVBwVHNVRzdON081eXF5U1QzMUk?oc=5"" target=""_blank"">Bajaj Auto Faces EV Production Halt in August Amid Rare Earth Shortage: Reports</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Autocar Professional</font>",https://news.google.com/rss/articles/CBMitwFBVV95cUxOdk9fMUNxM2w1eGhQY05jZmVCWGl0MTMzeUpuZ2I1Y1Fvb01XaU1zbjlOSC1lcnpjOVpKWWNOTmtaZkVhbzd0Tk5SR0pyM2R3TmNMUktPY3hUQi1zV3dBUEpQSFZ6Tm9lUlpEZ0s5UGRrcGhrNjNCcExsRXB5akJBR1I0Z3JCSUY2TFQ2cWVCM25WNWpnVjJNYlk4eWlheXVaWDZmV09Cb2xXNm9JT0ljMDN2WlFpR3PSAb8BQVVfeXFMTjFtekxpcTUwYnJHSDgzVnhfcnZOUDZ6c2oyYi1xck5Ta3QxYy11U2ZRT1RlU251MGVDOVI0Z1FNb0lpZExfYXdkbUZqODZqdmp2UHZGNXRabHNEb2dSek9lRXB6a0dTZE5Jb2dwT2pmdFhRd1dyQ1VGX2JKQmFBd1FyRXUyRlhPQmN4Z0Fqb3dNSm9BVENEc3AwTk94eDFmcVBWSlRVV1ZmTjIzQVBwVHNVRzdON081eXF5U1QzMUk?oc=5,Autocar Professional
2025-07-01 09:02:56,The New Normal: Building Resilient Supply Chains in a World of Constant Disruption - Maersk,"<a href=""https://news.google.com/rss/articles/CBMisAFBVV95cUxORWZHazZOWTFld0NSb3NKWGxDMzdqVEFBRXRkZjJsRDNmNmd3QnVVc2JNRWVyVGt1R0JkdjJXaFdyRlhxd1U0UDN4MkZKbV9sYU5DNjBfMWFUb3hpSXhXUmx3d2hQSUk0QUNvSEtfWUdLQVhzb21BWkI3SERubUphdXFiN0FIZTU4dVBxRmRvMEplQ0JWTjBnV3FkdXUwU29pdUQzWE4ydWlaQUhCajFGag?oc=5"" target=""_blank"">The New Normal: Building Resilient Supply Chains in a World of Constant Disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Maersk</font>",https://news.google.com/rss/articles/CBMisAFBVV95cUxORWZHazZOWTFld0NSb3NKWGxDMzdqVEFBRXRkZjJsRDNmNmd3QnVVc2JNRWVyVGt1R0JkdjJXaFdyRlhxd1U0UDN4MkZKbV9sYU5DNjBfMWFUb3hpSXhXUmx3d2hQSUk0QUNvSEtfWUdLQVhzb21BWkI3SERubUphdXFiN0FIZTU4dVBxRmRvMEplQ0JWTjBnV3FkdXUwU29pdUQzWE4ydWlaQUhCajFGag?oc=5,Maersk
2025-07-25 07:06:18,"87% of Companies Boost Sustainability, Despite Regulatory Debate - Material Handling and Logistics","<a href=""https://news.google.com/rss/articles/CBMivAFBVV95cUxOamFTeGVCbmI0ZkRDOXR2WExrQjdMZ1A1ald1ZnFDZWFQTlhvMGs4V3U5ZG1HcEJJSmdTdmllMDhLQXdoMk5RbTlON2ZseXkwS2Z4cFNkVlFYNmpMYnlhcFR3TkZIWWxxTnlSaEZ1LVpoNmdUSUF4dDBReTdWUFVlTC1fSGZxYnduTmxoWGZEVkYxRmxBRmJxelNyM01rQXhUXzB0RURmdWk4azVUUlN4cGYzbzdwSExwV2FhYQ?oc=5"" target=""_blank"">87% of Companies Boost Sustainability, Despite Regulatory Debate</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Material Handling and Logistics</font>",https://news.google.com/rss/articles/CBMivAFBVV95cUxOamFTeGVCbmI0ZkRDOXR2WExrQjdMZ1A1ald1ZnFDZWFQTlhvMGs4V3U5ZG1HcEJJSmdTdmllMDhLQXdoMk5RbTlON2ZseXkwS2Z4cFNkVlFYNmpMYnlhcFR3TkZIWWxxTnlSaEZ1LVpoNmdUSUF4dDBReTdWUFVlTC1fSGZxYnduTmxoWGZEVkYxRmxBRmJxelNyM01rQXhUXzB0RURmdWk4azVUUlN4cGYzbzdwSExwV2FhYQ?oc=5,Material Handling and Logistics
2024-12-21 09:55:17,A multi-disruption risk analysis system for sustainable supply chain resilience - ScienceDirect.com,"<a href=""https://news.google.com/rss/articles/CBMidkFVX3lxTE5IRXFkMFBwbHpCTlZJT29TRWFvTFlWOXZMMUF5OTFWM215cHVFclZTb0xWM0VpZGxXYkJMYmZzVWt5Z3VBX3VDQ05DQjI4T1MzeDlneGs3X0RxS3JWaGVQOGktcW05TjhXNXo3RVVDNnJmYS0zS2c?oc=5"" target=""_blank"">A multi-disruption risk analysis system for sustainable supply chain resilience</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ScienceDirect.com</font>",https://news.google.com/rss/articles/CBMidkFVX3lxTE5IRXFkMFBwbHpCTlZJT29TRWFvTFlWOXZMMUF5OTFWM215cHVFclZTb0xWM0VpZGxXYkJMYmZzVWt5Z3VBX3VDQ05DQjI4T1MzeDlneGs3X0RxS3JWaGVQOGktcW05TjhXNXo3RVVDNnJmYS0zS2c?oc=5,ScienceDirect.com
2025-07-25 11:32:49,Moody's: Andrei Quinn-Barabanov on Value at Risk - Supply Chain Digital Magazine,"<a href=""https://news.google.com/rss/articles/CBMia0FVX3lxTE1zV0lOUGNfT1VrcFRwUFNKWEpSNTVWeXgtU1FmSkdfT1FoQWY5dV84cEE4OEFaN2tHVmM1eDl6d0FQbC02UkNqUHc0MnJVNDJNb0F4bDk4RXp4NnJ4bkhWZDRlcEJQNEx3RHRJ?oc=5"" target=""_blank"">Moody's: Andrei Quinn-Barabanov on Value at Risk</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Supply Chain Digital Magazine</font>",https://news.google.com/rss/articles/CBMia0FVX3lxTE1zV0lOUGNfT1VrcFRwUFNKWEpSNTVWeXgtU1FmSkdfT1FoQWY5dV84cEE4OEFaN2tHVmM1eDl6d0FQbC02UkNqUHc0MnJVNDJNb0F4bDk4RXp4NnJ4bkhWZDRlcEJQNEx3RHRJ?oc=5,Supply Chain Digital Magazine
2024-12-24 08:00:00,"What to Expect in 2025 – 3 hurdles to resilient, antifragile supply chains - Maersk","<a href=""https://news.google.com/rss/articles/CBMiwAFBVV95cUxQLVRjTktqUmpEYzhjeGg0REJseE0zN0JabGZkdGYxUzJxT2l4dEh1MUloRkpMT1JxeFU2enl6d3lhZ0VNUUFnUWtub3lJb2NEMnFBUjlZcVRpOGtOT1l1b2NPQm1rMDVyVjY4RjBrVnVRdjNjYjRoZEQxNlZSaEQxbWNkMzFEeEk4REFidU5uODhwd3lycGdPaEo1aFo5UWt3WjFPMWdfUGtkSzR4UVNJTUZQSm0xdkxiWk1hZER1U28?oc=5"" target=""_blank"">What to Expect in 2025 – 3 hurdles to resilient, antifragile supply chains</a>&nbsp;&nbsp;<font color=""#6f6f6f"">Maersk</font>",https://news.google.com/rss/articles/CBMiwAFBVV95cUxQLVRjTktqUmpEYzhjeGg0REJseE0zN0JabGZkdGYxUzJxT2l4dEh1MUloRkpMT1JxeFU2enl6d3lhZ0VNUUFnUWtub3lJb2NEMnFBUjlZcVRpOGtOT1l1b2NPQm1rMDVyVjY4RjBrVnVRdjNjYjRoZEQxNlZSaEQxbWNkMzFEeEk4REFidU5uODhwd3lycGdPaEo1aFo5UWt3WjFPMWdfUGtkSzR4UVNJTUZQSm0xdkxiWk1hZER1U28?oc=5,Maersk
2025-03-07 08:00:00,Global Coffee Market Volatility: Lens on Supply Chain Disruption - ChemAnalyst,"<a href=""https://news.google.com/rss/articles/CBMivwFBVV95cUxQSlVzNndXanJXZnlzcFl4QWRycnR2dUxKTmhaci1jU1p1VW45UTR0RTRMTk9MSGNveFE3ZEVmOVN1TXprSFlwN1hOOHY5TzFhdGNrOWd3SWRuUklVWWZ0ODdGYXh6QjB4WlBJbnJmdDBTVVBtREhOTllCZDhmUEtCbmJuQVIxbnV6TTZHMkFyZTdGemNJNF9fQ016alhzR2ktWGxRNFBGallTM01NemdtY3dkZkRWb1ZaaGd1dXY0OA?oc=5"" target=""_blank"">Global Coffee Market Volatility: Lens on Supply Chain Disruption</a>&nbsp;&nbsp;<font color=""#6f6f6f"">ChemAnalyst</font>",https://news.google.com/rss/articles/CBMivwFBVV95cUxQSlVzNndXanJXZnlzcFl4QWRycnR2dUxKTmhaci1jU1p1VW45UTR0RTRMTk9MSGNveFE3ZEVmOVN1TXprSFlwN1hOOHY5TzFhdGNrOWd3SWRuUklVWWZ0ODdGYXh6QjB4WlBJbnJmdDBTVVBtREhOTllCZDhmUEtCbmJuQVIxbnV6TTZHMkFyZTdGemNJNF9fQ016alhzR2ktWGxRNFBGallTM01NemdtY3dkZkRWb1ZaaGd1dXY0OA?oc=5,ChemAnalyst
